candidate_key,gps_start,detector,robustness_class_idxq4_64_queryq4_64,native_score_idxq4_64_queryq4_64,autoencoder_percentile_mean,autoencoder_percentile_seed_42,autoencoder_mse_seed_42,autoencoder_percentile_seed_314159,autoencoder_mse_seed_314159,autoencoder_percentile_seed_271828,autoencoder_mse_seed_271828
L1:1373658396,1373658396.0,L1,AMBIGUOUS,0.218980923295021,0.10178117048346057,0.06870229007633588,0.7864416241645813,0.1450381679389313,0.7912960648536682,0.0916030534351145,0.7660712599754333
L1:1384503740,1384503740.0,L1,AMBIGUOUS,0.2189546525478363,0.9872773536895675,0.9847328244274809,1.143096923828125,0.9847328244274809,1.1469533443450928,0.9923664122137404,1.1380133628845215
L1:1383324700,1383324700.0,L1,AMBIGUOUS,0.2188239693641662,0.17557251908396945,0.1297709923664122,0.8219671249389648,0.183206106870229,0.8092048168182373,0.21374045801526717,0.833459198474884
L1:1370994812,1370994812.0,L1,AMBIGUOUS,0.2188179790973663,0.3536895674300255,0.3816793893129771,0.8900064826011658,0.33587786259541985,0.8624632358551025,0.3435114503816794,0.8726714849472046
L1:1378301468,1378301468.0,L1,AMBIGUOUS,0.218780368566513,0.2315521628498728,0.19083969465648856,0.8463788032531738,0.2824427480916031,0.8495784401893616,0.22137404580152673,0.8372807502746582
L1:1376313212,1376313212.0,L1,AMBIGUOUS,0.2186657637357711,0.8320610687022901,0.816793893129771,1.0150787830352783,0.8244274809160306,1.0162445306777954,0.8549618320610687,1.0134223699569702
L1:1373703228,1373703228.0,L1,AMBIGUOUS,0.2186264991760254,0.23918575063613232,0.16030534351145037,0.8339089155197144,0.32061068702290074,0.8566310405731201,0.2366412213740458,0.8410103917121887
L1:1375143804,1375143804.0,L1,AMBIGUOUS,0.2182849198579788,0.989821882951654,0.9923664122137404,1.168079137802124,0.9847328244274809,1.1492784023284912,0.9923664122137404,1.1420303583145142
L1:1372791612,1372791612.0,L1,AMBIGUOUS,0.2181507349014282,0.9872773536895675,0.9847328244274809,1.1301906108856201,0.9847328244274809,1.1234115362167358,0.9923664122137404,1.1278513669967651
L1:1385315612,1385315612.0,L1,AMBIGUOUS,0.2176770865917205,0.989821882951654,0.9923664122137404,1.2435740232467651,0.9847328244274809,1.2390037775039673,0.9923664122137404,1.219257116317749
