gps_start,gps_end,source_path,source_start,source_end,detector,run,calibration_score,bootstrap_block_index
1368995268.0,1368995300.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0704730674624443,306
1368995332.0,1368995364.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06160581856966019,306
1368995396.0,1368995428.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06737122684717178,306
1368995460.0,1368995492.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06570503115653992,306
1368995524.0,1368995556.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0933213084936142,306
1368995588.0,1368995620.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.21941600739955902,306
1368995652.0,1368995684.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05505343899130821,306
1368995716.0,1368995748.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05670461058616638,306
1368995780.0,1368995812.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.057639434933662415,306
1368995844.0,1368995876.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0674707368016243,306
1368995908.0,1368995940.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.060573648661375046,306
1368995972.0,1368996004.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.058240387588739395,307
1368996036.0,1368996068.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05243147164583206,307
1368996100.0,1368996132.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.07275184243917465,307
1368996164.0,1368996196.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06088359281420708,307
1368996228.0,1368996260.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06789517402648926,307
1368996292.0,1368996324.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.07766743004322052,307
1368996356.0,1368996388.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06569201499223709,307
1368996420.0,1368996452.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0650365799665451,307
1368996484.0,1368996516.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.10496679693460464,307
1368996548.0,1368996580.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.055827364325523376,307
